Name,Rate,Gender
پری دخت,Common,Female
پری رو,Common,Female
پری روی,Very Rare,Female
پری سیما,Common,Female
پری ویس,Common,Female
پری پیکر,Very Rare,Female
پری گل,Common,Female
پریا,Frequently Used,Female
پریاس,Very Rare,Female
پریام,Very Rare,Male
پریان,Common,Female
پریبرز,Very Rare,Male
پریرخ,Common,Female
پریزاد,Common,Female
پریزاده,Very Rare,Female
پریسا,Frequently Used,Female
پریسان,Very Rare,Female
پریشا,Very Rare,Female
پریفام,Very Rare,Female
پریفر,Very Rare,Female
پریماه,Very Rare,Female
پریمرز,Very Rare,Female
پرین,Very Rare,Female
پریناز,Common,Female
پرینام,Very Rare,Female
پرینوش,Common,Female
پریوش,Very Rare,Female
پریچه,Very Rare,Female
پریچهر,Common,Female
پریچهره,Common,Female
پریژه,Very Rare,Female
پریگون,Very Rare,Female
پساک,Very Rare,Male
پسته,Very Rare,Female
پسندیار,Very Rare,Male
پشتیسار,Very Rare,Male
پشن,Very Rare,Male
پشنگ,Very Rare,Male
پشوتن,Very Rare,Male
پشین,Very Rare,Male
پلاش,Very Rare,Male
پلاشان,Very Rare,Male
پنجعلی,Very Rare,Male
پندار,Common,Male
پهلبد,Very Rare,Male
پودینه,Very Rare,Female
پوران,Common,Female
پوران دخت,Common,Female
پوربه,Very Rare,Male
پورشسب,Very Rare,Male
پورنگ,Common,Male
پوروشسب,Very Rare,Male
پوروچیستا,Very Rare,Female
پورچیستا,Very Rare,Female
پورک,Very Rare,Male
پوری,Common,Female
پوریا,Frequently Used,Male
پوریار,Common,Male
پولا,Very Rare,Male
پولاد,Very Rare,Male
پولک,Very Rare,Female
پونا,Very Rare,Female
پونه,Common,Female
پوپه,Very Rare,Female
پوپک,Common,Female
پوژمان,Very Rare,Male
پویا,Frequently Used,Male
پویان,Very Rare,Male
پویین,Very Rare,Male
پژال,Very Rare,Female
پژدو,Very Rare,Male
پژمان,Common,Male
پژند,Very Rare,Male
پژواک,Very Rare,Neutral
پگاه,Common,Female
پیام,Very Rare,Male
پیداگشسب,Very Rare,Male
پیدرا,Very Rare,Female
پیراسته,Very Rare,Female
پیران,Very Rare,Male
پیرایه,Common,Female
پیرداد,Very Rare,Male
پیروز,Common,Male
پیروزان,Very Rare,Male
پیروزدخت,Very Rare,Female
پیروزه,Very Rare,Neutral
پیروزگر,Very Rare,Male
پیروزی,Very Rare,Male
پیشداد,Very Rare,Male
پیلتن,Very Rare,Male
پیلسم,Very Rare,Male
پیمان,Very Rare,Male
پیمانه,Very Rare,Female
پینار,Very Rare,Female
پیوند,Common,Female
پیچک,Common,Female
پیکان,Very Rare,Male
چابک,Very Rare,Male
چالش,Very Rare,Male
چالی,Very Rare,Female
چالیک,Very Rare,Male
چام,Very Rare,Female
چامه,Very Rare,Female
چاوه,Very Rare,Male
چاووش,Common,Male
چاکان,Very Rare,Male
چراغ,Very Rare,Male
چراغعلی,Very Rare,Male
چرمه,Very Rare,Female
چشمه,Common,Female
چلچله,Common,Female
چلیپا,Very Rare,Neutral
چمان,Common,Female
چمانه,Common,Female
چمن,Very Rare,Female
چمن آرا,Very Rare,Female
چمن افروز,Very Rare,Female
چمن چهر,Very Rare,Female
چنور,Very Rare,Neutral
چنگش,Very Rare,Male
چنگیز,Very Rare,Male
چهرآذر,Very Rare,Neutral
چهرآرا,Very Rare,Female
چهرآزاد,Very Rare,Neutral
چهراب,Very Rare,Female
چهرافروز,Very Rare,Female
چهربرزین,Very Rare,Male
چهرزاد,Very Rare,Female
چهرفروز,Very Rare,Female
چهرمینو,Very Rare,Female
چهره,Very Rare,Female
چهره گل,Very Rare,Female
چهرک,Very Rare,Female
چهل چراغ,Very Rare,Female
چوبین,Very Rare,Male
چوبینه,Very Rare,Male
چوک,Very Rare,Female
چوگان,Very Rare,Male
چکاد,Very Rare,Male
چکاو,Very Rare,Female
چکاوه,Very Rare,Female
چکاوک,Very Rare,Female
چیا,Very Rare,Male
چیاکو,Very Rare,Male
چیترا,Very Rare,Female
چیستا,Common,Female
چیستی,Common,Female
چیلان,Very Rare,Male
چیلانه,Very Rare,Female
چینود,Very Rare,Male
چیچک,Common,Female
چیکا,Very Rare,Female
ژابیز,Very Rare,Male
ژاسمن,Very Rare,Female
ژاسمین,Very Rare,Female
ژافه,Very Rare,Male
ژالانه,Very Rare,Female
ژاله,Very Rare,Female
ژالین,Very Rare,Female
ژاماسب,Very Rare,Male
ژامک,Very Rare,Female
ژان,Very Rare,Neutral
ژانت,Very Rare,Female
ژانیا,Very Rare,Female
ژانیتا,Very Rare,Female
ژانین,Very Rare,Female
ژانینا,Very Rare,Female
ژاو,Very Rare,Male
ژاوا,Very Rare,Female
ژاوه,Very Rare,Female
ژاکلین,Very Rare,Female
ژاییز,Very Rare,Male
ژاییژ,Very Rare,Female
ژربرا,Very Rare,Female
ژرف,Very Rare,Male
ژرفا,Very Rare,Female
ژرفی,Very Rare,Female
ژرفین,Very Rare,Female
ژرویرا,Very Rare,Female
ژم,Very Rare,Male
ژنوا,Very Rare,Male
ژنگ,Very Rare,Male
ژنیا,Very Rare,Female
ژنیک,Very Rare,Female
ژوان,Very Rare,Female
ژوبین,Very Rare,Male
ژورک,Very Rare,Male
ژون,Very Rare,Female
ژوپین,Very Rare,Male
ژکور,Very Rare,Male
ژیار,Very Rare,Male
ژیان,Very Rare,Male
ژیان دخت,Very Rare,Female
ژیان چهر,Very Rare,Female
ژیلا,Common,Female
ژیله,Very Rare,Neutral
ژیلوان,Very Rare,Male
ژینا,Very Rare,Female
ژینو,Very Rare,Female
ژینوس,Very Rare,Female
ژیوار,Very Rare,Female
ژیژیس,Very Rare,Female
ژیکان,Very Rare,Female
ژیگس,Very Rare,Male
کابی,Very Rare,Male
کاترین,Common,Female
کاترینا,Common,Female
کاتیا,Very Rare,Female
کاد,Very Rare,Male
کارانوس,Very Rare,Male
کاردار,Very Rare,Male
کارمن,Very Rare,Female
کارن,Very Rare,Male
کارنگ,Very Rare,Male
کارولین,Common,Female
کاروند,Very Rare,Male
کارینا,Very Rare,Male
کاس,Very Rare,Female
کاساندان,Very Rare,Female
کاشین,Very Rare,Female
کاظم,Common,Male
کافور,Very Rare,Male
کافی,Very Rare,Male
کافی الدین,Very Rare,Male
کال,Very Rare,Male
کالو,Very Rare,Male
کامبوزیا,Very Rare,Male
کامبیز,Common,Male
کامجو,Common,Male
کامداد,Common,Male
کامدل,Common,Female
کامدین,Common,Male
کامران,Common,Male
کامروا,Common,Neutral
کامشاد,Common,Male
کامله,Very Rare,Female
کاملیا,Common,Female
کاملین,Common,Female
کامنوش,Common,Neutral
کامه,Very Rare,Female
کاموس,Very Rare,Male
کامکار,Common,Male
کامگار,Very Rare,Male
کامیاب,Common,Male
کامیار,Common,Male
کامیشا,Very Rare,Female
کامیلا,Common,Female
کان بیدار,Very Rare,Male
کاناز,Very Rare,Female
کانی,Very Rare,Female
کاوان,Very Rare,Male
کاوه,Common,Male
کاووس,Common,Male
کاووش,Very Rare,Male
کاوک,Common,Male
کاویان,Very Rare,Male
کاویش,Very Rare,Female
کاکله,Very Rare,Male
کاکو,Very Rare,Male
کاکی,Very Rare,Male
کایوس,Very Rare,Male
کبرا,Common,Female
کبری,Common,Female
کبریا,Very Rare,Female
کبوجیه,Very Rare,Male
کبوده,Very Rare,Male
کبیتا,Very Rare,Female
کتایون,Common,Female
کتماره,Very Rare,Male
کدمان,Very Rare,Male
کدیور,Common,Male
کرا,Very Rare,Female
کراخان,Very Rare,Male
کرام الدین,Very Rare,Male
کرامت,Common,Neutral
کرانه,Common,Female
کردعلی,Very Rare,Male
کرشمه,Common,Female
کرم,Common,Male
کرم الله,Common,Male
کروخان,Very Rare,Male
کریشنا,Very Rare,Male
کریم,Very Rare,Male
کریمه,Common,Female
کسا,Very Rare,Male
کسرا,Common,Male
کسری,Common,Male
کشم,Very Rare,Female
کشواد,Very Rare,Male
کشور,Very Rare,Female
کشوربانو,Very Rare,Female
کلارا,Common,Female
کلاله,Common,Female
کلاهور,Very Rare,Male
کلباد,Very Rare,Male
کلثوم,Common,Female
کلیم الله,Common,Male
کمال,Common,Male
کمال الدین,Common,Male
کمال الملک,Very Rare,Male
کمانه,Common,Female
کمانگیر,Common,Male
کمبوجیه,Very Rare,Male
کمند,Common,Female
کمیل,Common,Male
کنارنگ,Very Rare,Male
کندر,Very Rare,Male
کندرو,Very Rare,Male
کنیا,Very Rare,Female
کهار,Very Rare,Male
کهربا,Common,Female
کهرم,Very Rare,Male
کهسار,Common,Female
کهیلا,Very Rare,Male
کوت,Very Rare,Male
کوثر,Frequently Used,Female
کورش,Very Rare,Male
کورنگ,Common,Male
کوروس,Very Rare,Male
کوروش,Very Rare,Male
کوش,Very Rare,Male
کوشا,Common,Male
کوشاد,Very Rare,Male
کوشان,Very Rare,Male
کوشانه,Very Rare,Female
کوشک,Very Rare,Female
کوشیار,Common,Male
کولیار,Very Rare,Male
کوهرنگ,Common,Male
کوهسار,Common,Male
کوهشاد,Common,Male
کوهیار,Common,Male
کوهین,Common,Male
کوهینه,Very Rare,Female
کوچک,Common,Male
کوچیار,Common,Female
کوکب,Common,Female
کوکبه,Very Rare,Female
کژال,Very Rare,Female
کی آذر,Very Rare,Male
کی آرمین,Very Rare,Male
کی آفرید,Very Rare,Female
کی آفرین,Very Rare,Female
کی بانو,Very Rare,Female
کی دخت,Common,Female
کی راد,Common,Male
کی زاد,Very Rare,Male
کی منوش,Very Rare,Male
کی پیشین,Very Rare,Male
کی گشتاسپ,Very Rare,Male
کیا,Common,Male
کیاجور,Very Rare,Male
کیادخت,Common,Female
کیارا,Common,Female
کیاراد,Common,Male
کیارخ,Very Rare,Male
کیارزم,Very Rare,Male
کیارس,Very Rare,Male
کیارش,Common,Male
کیارنگ,Very Rare,Neutral
کیازاد,Very Rare,Neutral
کیازند,Very Rare,Male
کیاشا,Common,Male
کیان,Frequently Used,Male
کیان بانو,Very Rare,Female
کیان شیر,Very Rare,Male
کیانا,Frequently Used,Female
کیاندخت,Common,Female
کیانمهر,Common,Male
کیانه,Common,Female
کیانوش,Common,Neutral
کیاوش,Common,Male
کیاچهر,Common,Male
کیجا,Very Rare,Female
کیجانا,Very Rare,Female
کیخسرو,Common,Male
کیسان,Very Rare,Male
کیسر,Very Rare,Female
کیقباد,Very Rare,Male
کیمیا,Frequently Used,Female
کیناز,Common,Female
کیهان,Common,Male
کیهان دخت,Very Rare,Female
کیهانه,Very Rare,Female
کیوان,Common,Neutral
کیوان بانو,Very Rare,Female
کیوان دخت,Very Rare,Female
کیوانرخ,Very Rare,Female
کیوانزاد,Very Rare,Female
کیوانچهر,Very Rare,Female
کیوس,Very Rare,Male
کیومرث,Common,Male
کیکاووس,Very Rare,Male
گاتا,Very Rare,Female
گارنیک,Very Rare,Male
گالوس,Very Rare,Male
گایار,Very Rare,Male
گباد,Very Rare,Male
گرامی,Common,Male
گرامیدخت,Very Rare,Female
گرانخوار,Very Rare,Male
گرانمایه,Very Rare,Male
گرانمهر,Common,Female
گراهون,Very Rare,Male
گرایش,Very Rare,Male
گردآزاد,Very Rare,Male
گردآفرید,Common,Neutral
گردآفرین,Common,Neutral
گرداب,Very Rare,Male
گردو,Very Rare,Male
گردگیر,Very Rare,Male
گردیا,Very Rare,Female
گردیه,Very Rare,Female
گردیک,Very Rare,Neutral
گرزم,Very Rare,Male
گرزن,Very Rare,Male
گرستون,Very Rare,Male
گرسیوز,Very Rare,Male
گرشاسب,Very Rare,Male
گرمانک,Very Rare,Male
گرمایل,Very Rare,Male
گروخان,Very Rare,Male
گروی,Very Rare,Male
گرگین,Very Rare,Male
گزل,Common,Female
گستهم,Very Rare,Male
گشتا,Very Rare,Female
گشتاسب,Common,Male
گشتاسپ,Common,Male
گشسپ,Very Rare,Male
گشواد,Very Rare,Male
گل,Common,Female
گل آذین,Very Rare,Female
گل آرا,Common,Female
گل آسا,Common,Female
گل آفرید,Very Rare,Female
گل آور,Very Rare,Female
گل آویز,Very Rare,Female
گل آگین,Very Rare,Female
گل آیین,Very Rare,Female
گل افروز,Very Rare,Female
گل افسر,Very Rare,Female
گل افشان,Very Rare,Female
گل اندام,Common,Female
گل بالا,Very Rare,Male
گل تاج,Very Rare,Female
گل تن,Very Rare,Female
گل جهان,Very Rare,Female
گل خند,Very Rare,Female
گل دانه,Very Rare,Female
گل دخت,Very Rare,Female
گل دوست,Very Rare,Female
گل ربا,Very Rare,Female
گل سیما,Very Rare,Female
گل شاد,Very Rare,Female
گل نسا,Very Rare,Female
گل وش,Very Rare,Female
گل پر,Common,Female
گل پرست,Very Rare,Female
گل پری,Common,Female
گل پناه,Very Rare,Female
گل پیکر,Very Rare,Female
گل گونه,Very Rare,Female
گلاب,Common,Female
گلابتون,Common,Female
گلاره,Common,Female
گلاسا,Very Rare,Female
گلال,Very Rare,Female
گلالان,Very Rare,Neutral
گلاله,Very Rare,Female
گلاویژ,Very Rare,Female
گلایل,Common,Female
گلایول,Common,Female
گلایون,Very Rare,Female
گلباد,Very Rare,Neutral
گلباران,Very Rare,Female
گلباش,Very Rare,Female
گلبان,Very Rare,Female
گلبانو,Common,Female
گلبر,Very Rare,Female
گلبرگ,Common,Female
گلبن,Very Rare,Female
گلبهار,Common,Female
گلبو,Very Rare,Neutral
گلبوته,Very Rare,Female
گلبیز,Very Rare,Female
گلدسته,Very Rare,Female
گلدیس,Very Rare,Female
گلرخ,Common,Female
گلرخسار,Very Rare,Female
گلرنگ,Very Rare,Female
گلرو,Very Rare,Female
گلروی,Very Rare,Female
گلریز,Common,Female
گلزاد,Common,Female
گلزار,Common,Female
گلسا,Very Rare,Female
گلسان,Very Rare,Female
گلستان,Very Rare,Female
گلستانه,Common,Female
گلسر,Very Rare,Female
گلسو,Very Rare,Female
گلشا,Very Rare,Female
گلشاه,Very Rare,Male
گلشن,Very Rare,Female
گلشهر,Very Rare,Female
گلشید,Very Rare,Female
گلعذار,Very Rare,Female
گلفام,Very Rare,Female
گلفشان,Very Rare,Female
گلنار,Common,Female
گلناز,Common,Female
گلنام,Very Rare,Female
گلندام,Very Rare,Female
گلنواز,Very Rare,Female
گلنوش,Very Rare,Female
گلوریا,Very Rare,Female
گلپاد,Very Rare,Female
گلپونه,Very Rare,Female
گلچهر,Very Rare,Female
گلچهره,Common,Female
گلچین,Very Rare,Female
گلگله,Very Rare,Male
گلگون,Very Rare,Female
گلی,Very Rare,Female
گلی ناز,Very Rare,Female
گلیا,Common,Female
گلیار,Common,Female
گلین,Very Rare,Female
گندم,Common,Female
گندمک,Very Rare,Female
گهار,Very Rare,Male
گهر,Very Rare,Female
گهربانو,Common,Female
گهردخت,Very Rare,Female
گهرناز,Very Rare,Female
گهرنگار,Very Rare,Female
گهرچهر,Common,Female
گوارا,Very Rare,Male
گودرز,Common,Male
گورنگ,Very Rare,Male
گوزل,Common,Male
گوشیار,Common,Male
گوطلا,Very Rare,Female
گولی,Very Rare,Female
گوهر,Very Rare,Female
گوهرآرا,Very Rare,Female
گوهرافروز,Very Rare,Female
گوهربانو,Very Rare,Female
گوهرتاب,Very Rare,Female
گوهرتاج,Common,Female
گوهرتاش,Common,Female
گوهردخت,Very Rare,Female
گوهرزاد,Common,Female
گوهرسان,Very Rare,Female
گوهرشاد,Common,Female
گوهرشید,Common,Female
گوهرفشان,Very Rare,Female
گوهرملک,Very Rare,Female
گوهرناز,Common,Female
گوهرنگار,Very Rare,Female
گوهره,Common,Female
گوهرچهر,Very Rare,Female
گوهرین,Very Rare,Female
گژدهم,Very Rare,Male
گژگین,Very Rare,Male
گیتا,Common,Female
گیتی,Common,Female
گیتی ناز,Common,Female
گیسو,Common,Female
گیسیا,Very Rare,Female
گیل,Very Rare,Male
گیلار,Common,Female
گیلانا,Very Rare,Female
گیلاکو,Very Rare,Female
گیلدا,Very Rare,Female
گیلنار,Common,Female
گیلو,Very Rare,Male
گیلوا,Very Rare,Female
گیهان,Very Rare,Female
گیو,Very Rare,Male
یادمهر,Common,Female
یادگار,Common,Male
یار,Common,Male
یارا,Common,Male
یارات,Very Rare,Female
یارتا,Very Rare,Male
یارعلی,Common,Male
یارمحمد,Common,Male
یارناز,Common,Female
یارنوش,Common,Female
یاره,Very Rare,Male
یارور,Very Rare,Male
یارگل,Common,Female
یاری,Very Rare,Female
یارین,Very Rare,Female
یاس,Common,Female
یاس رخ,Very Rare,Female
یاس گل,Very Rare,Female
یاسان,Very Rare,Male
یاسر,Common,Male
یاسما,Very Rare,Female
یاسمن,Frequently Used,Female
یاسمین,Frequently Used,Female
یاسمینا,Common,Female
یاسین,Frequently Used,Male
یاسینا,Common,Female
یاشا,Common,Male
یاشار,Common,Male
یاشیل,Very Rare,Female
یافا,Very Rare,Female
یاقوت,Common,Male
یامور,Very Rare,Female
یامین,Common,Female
یاور,Common,Male
یحیی,Common,Male
یدالله,Common,Male
یرحا,Very Rare,Female
یرمیا,Common,Male
یزداد,Very Rare,Male
یزدان,Common,Male
یزدان آفرید,Very Rare,Male
یزدان بخت,Very Rare,Male
یزدان داد,Very Rare,Neutral
یزدان مهر,Very Rare,Male
یزدانشاه,Very Rare,Male
یزدانیار,Very Rare,Male
یزدجرد,Very Rare,Male
یزدگرد,Very Rare,Male
یزدیار,Very Rare,Male
یسرا,Common,Female
یسری,Very Rare,Female
یسنا,Frequently Used,Female
یسنی,Very Rare,Female
یعقوب,Common,Male
یغما,Very Rare,Female
یغماناز,Very Rare,Female
یلان سینه,Very Rare,Male
یلدا,Frequently Used,Female
یلدوز,Very Rare,Female
یمنا,Very Rare,Female
یمین الدین,Very Rare,Male
ینال,Very Rare,Male
یهودا,Very Rare,Male
یوتاب,Very Rare,Female
یوحنا,Very Rare,Male
یورام,Very Rare,Male
یوزارسیف,Very Rare,Male
یوسف,Frequently Used,Male
یوشع,Very Rare,Male
یوشیج,Very Rare,Male
یولدوز,Very Rare,Female
یونا,Very Rare,Male
یونس,Frequently Used,Neutral
یوکابد,Very Rare,Female
یکتا,Common,Neutral
یکمال,Very Rare,Female
یکیتی,Very Rare,Female
یگانه,Frequently Used,Female
